customer_id,first_name,last_name,email,signup_date,segment,country
362,Danielle,Jones,troyrodriguez@example.com,2026-03-19,wholesale,American Samoa
363,Robert,Payne,sarah26@example.net,2024-01-24,vip,Latvia
364,Jason,Livingston,smithcarlos@example.com,2026-05-23,regular,Indonesia
365,Jacqueline,Miller,courtney86@example.com,2025-02-26,vip,Nicaragua
366,Samantha,Mccann,joshuacollins@example.net,2024-01-05,regular,Greece
367,Erin,Jones,wwillis@example.net,2025-08-22,wholesale,Saint Lucia
368,Darren,Salazar,brianmiller@example.com,2023-09-17,regular,Papua New Guinea
369,Alexander,Crawford,,2024-08-01,vip,Maldives
370,Olivia,Wise,gary24@example.net,2023-08-20,wholesale,Sri Lanka
371,Jennifer,Ray,enelson@example.com,2023-10-11,wholesale,Korea
372,Eric,Ayala,brian92@example.com,2026-03-25,wholesale,Peru
373,Michele,Smith,perezwilliam@example.org,2023-09-07,regular,Haiti
374,Angela,Sloan,lmora@example.org,2025-10-07,vip,Italy
375,Luis,Mckenzie,marcbutler@example.net,2025-04-05,vip,British Indian Ocean Territory (Chagos Archipelago)
376,Stephanie,Jones,  WHITELINDA@EXAMPLE.ORG ,2024-12-09,vip,Finland
377,Miguel,Carter,mark87@example.org,2025-11-24,vip,Saint Vincent and the Grenadines
378,Whitney,Parsons,stevenvargas@example.com,2025-09-28,wholesale,Mayotte
379,Jesse,Reed,edwardrandolph@example.org,2026-01-24,regular,Turkey
380,Nicholas,Rojas,tapiaaaron@example.net,2024-06-20,regular,Costa Rica
381,Jennifer,Davis,robertwoodward@example.org,2026-04-23,regular,Ukraine
382,Terri,Miller,xhaynes@example.com,2023-10-31,wholesale,Burkina Faso
383,Ryan,Brandt,kjones@example.org,2024-04-03,vip,Eritrea
384,Shawn,Hall,sara65@example.com,2026-05-18,wholesale,Burkina Faso
385,Lee,Martinez,moorefrank@example.com,2024-08-14,wholesale,Sierra Leone
386,Christopher,Aguirre,shannonford@example.org,2024-06-16,regular,Romania
387,Christopher,Wright,lewismelissa@example.org,2024-08-11,wholesale,Malaysia
388,Anthony,Sullivan,  BYRDJORGE@EXAMPLE.ORG ,2024-11-25,regular,San Marino
389,David,Brown,codygarcia@example.org,2025-11-20,regular,Cyprus
390,Crystal,Newman,jamesmorales@example.net,2025-04-17,regular,Eritrea
391,Scott,Anderson,  JOHNSONCALEB@EXAMPLE.NET ,2026-04-05,regular,Switzerland
392,Sandra,Hamilton,,2025-09-19,vip,Luxembourg
393,Jason,Lopez,  REYESRONALD@EXAMPLE.COM ,2024-05-20,wholesale,Turks and Caicos Islands
394,Deborah,Porter,austinharvey@example.org,2026-03-12,vip,Lesotho
395,James,Wilkerson,millerpatrick@example.com,2025-02-14,regular,Norfolk Island
396,Timothy,Harrington,mayokimberly@example.com,2024-07-30,wholesale,Mongolia
397,Carla,Johnson,  PAUL20@EXAMPLE.COM ,2025-12-23,wholesale,Fiji
398,Katie,Key,stokesthomas@example.com,2026-06-20,regular,Bolivia
399,Brian,Davies,  DIANEADAMS@EXAMPLE.NET ,2024-03-15,vip,Tanzania
400,Joel,Stewart,lkelly@example.org,2025-10-04,wholesale,Guinea-Bissau
401,Anne,Hart,warnermichael@example.net,2024-02-10,regular,Sudan
402,Benjamin,Brown,lweaver@example.com,2025-05-08,regular,Angola
403,Lindsay,Peterson,nsmith@example.org,2024-01-29,wholesale,Spain
404,Samantha,Schroeder,brian29@example.net,2026-01-31,wholesale,Tokelau
405,Craig,Turner,susan56@example.net,2023-12-15,wholesale,Cayman Islands
406,Logan,Mann,fconner@example.net,2025-03-25,regular,Tuvalu
407,Kurt,Barker,jeffrey92@example.com,2023-12-05,wholesale,Saint Lucia
408,Melissa,Townsend,rushstacy@example.com,2025-03-31,vip,Cocos (Keeling) Islands
409,Ariana,Zuniga,samantha93@example.net,2023-12-20,vip,Samoa
410,Daisy,Mccarty,youngtoni@example.org,2026-01-04,vip,Paraguay
411,Heather,Bell,sean43@example.org,2025-11-27,vip,Saint Helena
412,Tanya,Wilkerson,williamssamuel@example.com,2025-01-09,vip,Honduras
413,Debra,Mcdaniel,  AMY17@EXAMPLE.NET ,2024-01-13,regular,Barbados
414,Charles,Jackson,phillipslucas@example.org,2024-09-02,vip,Saint Martin
415,Matthew,Galloway,paynerachael@example.org,2026-03-23,wholesale,Romania
416,Pamela,Moore,reynoldsdesiree@example.net,2023-11-06,wholesale,Costa Rica
417,Amber,Guerrero,robertspencer@example.net,2024-06-08,wholesale,Bhutan
418,Eric,Ward,longandrea@example.com,2024-10-29,wholesale,French Polynesia
419,George,Carter,  BGONZALEZ@EXAMPLE.ORG ,2023-10-16,vip,Tanzania
420,Patricia,Baker,parkerraymond@example.com,2025-06-21,regular,Iceland
421,Sean,Baker,nathanjames@example.org,2024-12-09,regular,Czech Republic
422,Elizabeth,Morton,anne21@example.org,2024-10-14,regular,Saudi Arabia
423,Robert,Nichols,angelarandall@example.net,2026-02-23,vip,Lebanon
424,Austin,Duncan,thomasmiller@example.net,2025-02-04,wholesale,Montserrat
425,Stacy,Jackson,davidtodd@example.org,2024-03-07,regular,Congo
426,Ryan,Osborn,bradmiller@example.net,2025-06-05,wholesale,Syrian Arab Republic
427,Angela,Arnold,luis11@example.com,2026-02-11,wholesale,Mali
428,Cindy,Mills,astark@example.net,2024-10-20,vip,Israel
429,Sara,Hart,  EDDIEMATTHEWS@EXAMPLE.ORG ,2023-11-06,wholesale,France
430,Todd,Lynch,natalie46@example.net,2023-08-29,wholesale,Falkland Islands (Malvinas)
431,Heather,Williams,,2026-03-19,wholesale,Greenland
432,Penny,Smith,brandonalvarez@example.com,2025-12-30,vip,Gabon
433,Dennis,Mccann,juan71@example.org,2024-11-15,wholesale,Sweden
434,Christopher,Alexander,joseph69@example.net,2026-04-15,wholesale,Ireland
435,Zachary,Moore,xmalone@example.org,2024-06-23,regular,Madagascar
436,Anthony,Lee,htaylor@example.net,2026-01-16,regular,Taiwan
437,Janet,Hill,wrightstephen@example.com,2026-01-06,vip,Madagascar
438,Anthony,Watson,hreid@example.net,2025-04-30,regular,Christmas Island
439,Frank,Kline,wmatthews@example.com,2025-10-16,vip,Portugal
440,Melissa,Chan,mitchellpaul@example.org,2024-03-09,wholesale,Cyprus
441,William,Hancock,ericaadams@example.com,2026-06-12,regular,Pitcairn Islands
442,Carolyn,Smith,wellsdavid@example.org,2024-04-20,regular,Sri Lanka
443,Melissa,Stevens,  JENNIFER46@EXAMPLE.COM ,2024-03-14,regular,Gabon
444,Yvonne,Levy,asilva@example.net,2026-01-23,vip,Monaco
445,Matthew,Hill,,2024-07-09,wholesale,Falkland Islands (Malvinas)
446,Zachary,Allen,diana43@example.org,2023-09-19,wholesale,Togo
447,Jennifer,Rios,rguerrero@example.org,2026-07-16,wholesale,Eritrea
448,Brandy,Cooley,vsullivan@example.org,2025-12-29,wholesale,Guam
449,Rebecca,Powers,,2025-01-25,regular,Tanzania
450,Kelly,Ruiz,marywalter@example.org,2025-10-08,wholesale,Saint Kitts and Nevis
451,Christopher,Kelly,staceylam@example.net,2025-10-11,vip,Gambia
452,Jorge,Carter,,2026-02-05,vip,Latvia
453,Charles,Preston,delacruzbrandy@example.net,2025-01-17,vip,Trinidad and Tobago
454,Monica,Hernandez,amoreno@example.org,2026-07-10,regular,Guam
455,Leslie,Baldwin,dbenitez@example.org,2025-11-18,vip,Libyan Arab Jamahiriya
456,Brian,Hayes,crystal25@example.net,2024-03-04,vip,Singapore
457,David,Hamilton,barbaramoore@example.org,2024-10-31,regular,Japan
458,James,Watson,creyes@example.net,2023-08-03,wholesale,Gibraltar
459,John,Steele,andrewsmith@example.net,2024-07-30,regular,Bulgaria
460,Cameron,Williams,reyesbrianna@example.org,2026-05-23,wholesale,Korea
461,Michael,Lopez,ryan25@example.com,2026-05-23,regular,Uruguay
462,Traci,Clark,osmith@example.net,2023-08-12,regular,Madagascar
463,Nicholas,Bowman,daviddawson@example.org,2025-11-10,wholesale,Nigeria
464,Desiree,Smith,  WHEELERBRANDON@EXAMPLE.ORG ,2025-08-12,wholesale,Israel
465,Thomas,Hernandez,jjames@example.com,2025-08-18,wholesale,Norfolk Island
466,Abigail,Dean,turnerdorothy@example.net,2025-08-24,wholesale,Italy
467,Daniel,Rodriguez,huntchristine@example.com,2024-02-21,vip,Cook Islands
468,Robert,Martin,marie35@example.net,2025-03-10,regular,United States Minor Outlying Islands
469,Aaron,Powers,haleycastillo@example.org,2026-04-07,wholesale,Syrian Arab Republic
470,Charles,Cummings,fhernandez@example.net,2026-04-05,regular,Norway
471,Steven,Garcia,stephenmadden@example.com,2024-01-26,vip,Armenia
472,Darrell,York,michael56@example.net,2026-03-20,vip,Algeria
473,Patricia,Friedman,  ELIZABETHJACKSON@EXAMPLE.COM ,2024-05-08,regular,Saint Martin
474,Richard,Rivers,watsonmatthew@example.org,2024-05-11,vip,Hungary
475,Daniel,Horton,pmarsh@example.org,2023-09-21,wholesale,Western Sahara
476,Leah,Gregory,dalepruitt@example.com,2024-02-02,wholesale,Hong Kong
477,Daniel,Jenkins,cheryl27@example.com,2023-09-07,vip,Eritrea
478,Annette,Levine,alexander89@example.net,2025-07-22,vip,Guadeloupe
479,Michael,Rhodes,reynoldsjessica@example.com,2024-09-12,vip,Taiwan
480,Melinda,Christian,smithsarah@example.net,2026-02-25,wholesale,Belarus
481,Brent,Walker,vflores@example.com,2025-06-23,vip,Iraq
482,Shane,Gates,christianwallace@example.net,2024-11-19,wholesale,British Indian Ocean Territory (Chagos Archipelago)
483,Richard,Johnson,bmcgee@example.org,2025-03-11,vip,Sweden
484,Kevin,Romero,connersylvia@example.net,2024-03-01,wholesale,Paraguay
485,Lisa,Richard,xclements@example.org,2024-07-16,wholesale,Seychelles
486,Shaun,Davis,xmoran@example.net,2025-07-10,wholesale,Afghanistan
487,Nathaniel,Rodriguez,michael48@example.net,2026-03-27,wholesale,Lithuania
488,Daniel,Carr,lydianewton@example.com,2024-02-09,wholesale,Venezuela
489,Jennifer,Rodriguez,ylewis@example.org,2024-10-15,wholesale,Vanuatu
490,Bridget,Gordon,bartonshannon@example.net,2026-06-09,vip,Albania
491,Timothy,Romero,tranryan@example.net,2026-04-23,vip,Christmas Island
492,Diane,Obrien,jessicaanderson@example.com,2024-07-05,regular,Turkmenistan
493,Kathryn,Hill,mbarnes@example.net,2026-06-09,vip,French Polynesia
494,Carrie,Tanner,iballard@example.com,2025-01-30,wholesale,Tajikistan
495,Jason,Klein,jennifer83@example.org,2025-08-09,regular,Uruguay
496,William,Benson,tinasantos@example.org,2024-07-06,vip,Brazil
497,Jennifer,Craig,  ANNA99@EXAMPLE.NET ,2026-03-24,regular,Martinique
498,Daniel,James,natalie60@example.net,2023-09-15,regular,Azerbaijan
499,Frances,Thomas,josephfloyd@example.com,2023-09-24,regular,Slovenia
500,Lisa,Garcia,james80@example.com,2026-02-24,wholesale,Saint Vincent and the Grenadines
194,Stephen,Rodriguez,allendanielle@example.net,2026-04-06,vip,Nepal
123,John,Bruce,,2024-02-22,wholesale,Hungary
332,Isaac,Steele,lawrenceallen@example.org,2025-01-28,vip,Italy
226,Matthew,Thomas,dperry@example.org,2026-02-17,regular,Ghana
14,Paul,Carlson,  LAURAHENDERSON@EXAMPLE.ORG ,2024-12-12,wholesale,El Salvador
427,Angela,Arnold,luis11@example.com,2026-02-11,wholesale,Mali
127,Debbie,Parker,,2024-11-13,vip,Mozambique
204,Joseph,Miller,xholt@example.net,2024-10-26,vip,Jersey
327,Anthony,Mendez,jacobsandoval@example.com,2024-02-20,vip,Nauru
110,Justin,Evans,sarah84@example.org,2025-04-22,vip,Palestinian Territory
52,Samantha,Hanson,michaeljones@example.net,2025-07-15,wholesale,British Virgin Islands
202,James,Kelly,wking@example.net,2025-11-20,wholesale,Tonga
99,Suzanne,Huff,cassandra01@example.org,2025-04-09,vip,Zambia
266,Jennifer,Foster,  HANSENEMILY@EXAMPLE.COM ,2025-12-29,vip,Samoa
446,Zachary,Allen,diana43@example.org,2023-09-19,wholesale,Togo
